[2013-11-16 1010:1111:5757]    Login :: User:root Password:pepe
[2013-11-21 02:11:45]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 13 AND IdArticulo = 2 ;
[2013-11-21 02:11:45]    addITem :: Se intenta agregar item al carrito
[2013-11-21 02:11:45]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:11:45]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:11:45]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:46]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:46]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:11:51]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:51]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:51]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 13 AND IdArticulo = 15 ;
[2013-11-21 02:11:51]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:51]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:54]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:54]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:54]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:11:54]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 13 AND IdArticulo = 15 ;
[2013-11-21 02:11:54]    addITem :: Se intenta agregar item al carrito
[2013-11-21 02:11:54]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:11:54]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:11:54]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:54]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:54]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:11:56]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:56]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:11:57]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:11:57]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:12:08]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 13
[2013-11-21 02:12:08]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:12:19]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:12:19]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:12:19]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:12:19]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:12:19]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:12:19]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:12:23]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:12:48]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:18]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:18]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:18:18]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 14 AND IdArticulo = 2 ;
[2013-11-21 02:18:18]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:18]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:18:20]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:20]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:18:20]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:18:20]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 14 AND IdArticulo = 2 ;
[2013-11-21 02:18:20]    addITem :: Se intenta agregar item al carrito
[2013-11-21 02:18:20]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:18:20]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:18:20]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:21]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:21]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:18:21]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:21]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:18:22]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:22]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:18:25]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 14
[2013-11-21 02:18:25]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:19:24]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:19:24]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:19:24]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 15
[2013-11-21 02:19:24]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:20:25]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:20:25]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:20:25]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:29]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:43]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:20:43]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 16 AND IdArticulo = 2 ;
[2013-11-21 02:20:43]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:43]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:20:45]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:45]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:20:45]    getArticulo :: SQL :: SELECT * FROM articulo WHERE IdArticulo = :id
[2013-11-21 02:20:45]    carritoHasItem :: Intenta ejecutar SELECT * FROM detallecarrito WHERE IdCarrito = 16 AND IdArticulo = 2 ;
[2013-11-21 02:20:45]    addITem :: Se intenta agregar item al carrito
[2013-11-21 02:20:46]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:20:46]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:20:46]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:46]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:46]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:20:47]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:47]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:20:48]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:48]    getDetalleCarrito :: SQL :: SELECT * FROM detallecarrito JOIN articulo ON detallecarrito.IdArticulo = articulo.IdArticulo WHERE detallecarrito.IdCarrito =:id
[2013-11-21 02:20:50]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 16
[2013-11-21 02:20:50]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:21:51]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:21:51]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:21:51]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 17
[2013-11-21 02:21:51]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 17
[2013-11-21 02:21:51]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 02:21:51]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 02:21:51]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 02:21:51]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 18
[2013-11-21 03:28:54]    obtenerCarrito :: Tiene Carrito Activo. Carrito id : 18
[2013-11-21 03:28:54]    actualizarCarrito :: Se intenta actualizar carrito
[2013-11-21 03:28:54]    nuevoCarrito :: SQL : INSERT INTO `carrito` (`IdCarrito`, `IdCliente`, `Fecha`, `CantArt`, `MontoTotal`, `Activo`) VALUES (NULL, '11', '2013-11-21', '0', '0', '1');
[2013-11-21 03:28:54]    nuevoCarrito :: Se intenta crear carrito para Cliente id : 11
[2013-11-21 03:28:55]    obtenerCarrito :: Nuevo y ahora tiene Carrito Activo. Carrito id : 19
